Day,Area,Price/Block,Band,Demand,Excess Demand,Provisional Price,Price Increment Applicable,Price,lat,long
18,Gujarat,146.71,900,30,-40,134.6,0,673,23,72
18,Haryana,30.24,900,61,-1,30.24,0,151.2,29.3,76
18,Himachal Pradesh,11.6,900,0,-62,11.49,0,57.45,31.79,77.1
18,Karnataka,122.65,900,44,-26,111.5,0,557.5,15,75
18,Kerala,74.61,900,30,-32,73.88,0,369.4,10,76.25
18,Madhya Pradesh,64.99,900,37,-25,61.9,0,309.5,23.3,80
18,Maharashtra,156.14,900,0,-70,154.6,0,773,20,76
18,North East,10.48,900,0,-44,10.38,0,51.9,28,95
18,Odisha,28.91,900,6,-25,27.8,0,139,26,94.2
18,Punjab,74.31,900,75,-3,72.15,0,360.75,30.8,75.5
18,Rajasthan,143.14,900,32,-30,141.73,0,708.65,27,74
18,Uttar Pradesh E,155.12,900,28,-3,155.12,0,775.6,26,82
18,Uttar Pradesh W,147.71,900,25,-6,147.71,0,738.55,28,80
18,West Bengal,41.91,900,0,-22,41.5,0,207.5,23,87
18,Andhra Pradesh,49.04,1800,6,-13,48.56,0,242.8,16,80
18,Bihar,12.4,1800,0,-10,0,0,0,25.11,85.32
18,Gujarat,48.07,1800,0,-17,47.6,0,238,23,72
18,Haryana,9.59,1800,23,-17,9.32,0,46.6,29.3,76
18,Himachal Pradesh,3.21,1800,0,-51,3.18,0,15.9,31.79,77.1
18,Karnataka,37.37,1800,0,-9,37,0,185,15,75
18,Kerala,16.85,1800,0,-5,16.69,0,83.45,10,76.25
18,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
18,North East,2.2,1800,38,-4,2.2,0,11,28,95
18,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
18,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
18,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
18,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
18,Uttar Pradesh E,22.03,1800,15,-6,21.39,0,106.95,26,82
18,Uttar Pradesh W,19.38,1800,0,-11,19.19,0,95.95,28,80
18,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
18,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
18,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
18,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
18,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
18,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
18,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
18,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
18,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
18,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
18,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
18,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
18,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
18,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
18,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
18,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
18,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
19,Andhra Pradesh,772.62,800,0,-5,757.48,0,605.984,16,80
19,Assam,103.79,800,4,-7,102.77,0,82.216,26.2006043,92.9375739
19,Bihar,108.38,800,0,-4,107.31,0,85.848,25.11,85.32
19,Delhi,1059.62,800,1,-2,1059.62,0,847.696,28.38,77.12
19,Gujarat,350.65,800,0,-2,347.18,0,277.744,23,72
19,Haryana,77.07,800,1,-5,70.71,0,56.568,29.3,76
19,Himachal Pradesh,26.66,800,0,-7,24.46,0,19.568,31.79,77.1
19,Kashmir,36.05,800,2,-5,35.35,0,28.28,33.94,76.54
19,Karnataka,378.75,800,0,-1,0,0,0,15,75
19,Kolkata,185.58,800,0,-1,183.75,0,147,22.56263,88.36304
19,Madhya Pradesh,510.49,800,4,-1,510.49,0,408.392,23.3,80
19,Maharashtra,999.27,800,2,-1,999.27,0,799.416,20,76
19,Mumbai,918.46,800,0,-6,909.37,0,727.496,19.07283,72.88261
19,North East,31.72,800,8,-3,31.72,0,25.376,28,95
19,Odisha,53.86,800,0,-6,51.3,0,41.04,26,94.2
19,Punjab,112.67,800,0,-3,107.31,0,85.848,30.8,75.5
19,Tamil Nadu,450,800,0,-1,0,0,0,11,78
19,Uttar Pradesh E,169.17,800,0,-3,167.5,0,134,26,82
19,Uttar Pradesh W,119.93,800,0,-1,118.75,0,95,28,80
19,West Bengal,71.96,800,0,-1,71.25,0,57,23,87
19,Andhra Pradesh,144.31,900,45,-25,136.15,0,680.75,16,80
19,Assam,37.35,900,0,-31,36.99,0,184.95,26.2006043,92.9375739
19,Bihar,88.86,900,8,-23,88.86,0,444.3,25.11,85.32
19,Gujarat,146.71,900,30,-40,134.6,0,673,23,72
19,Haryana,30.24,900,61,-1,30.24,0,151.2,29.3,76
19,Himachal Pradesh,11.6,900,0,-62,11.49,0,57.45,31.79,77.1
19,Karnataka,122.65,900,44,-26,111.5,0,557.5,15,75
19,Kerala,74.61,900,30,-32,73.88,0,369.4,10,76.25
19,Madhya Pradesh,64.99,900,37,-25,61.9,0,309.5,23.3,80
19,Maharashtra,156.14,900,0,-70,154.6,0,773,20,76
19,North East,10.48,900,0,-44,10.38,0,51.9,28,95
19,Odisha,28.91,900,6,-25,27.8,0,139,26,94.2
19,Punjab,74.31,900,75,-3,72.15,0,360.75,30.8,75.5
19,Rajasthan,143.14,900,32,-30,141.73,0,708.65,27,74
19,Uttar Pradesh E,155.12,900,28,-3,155.12,0,775.6,26,82
19,Uttar Pradesh W,147.71,900,25,-6,147.71,0,738.55,28,80
19,West Bengal,41.91,900,0,-22,41.5,0,207.5,23,87
19,Andhra Pradesh,49.04,1800,6,-13,48.56,0,242.8,16,80
19,Bihar,12.4,1800,0,-10,0,0,0,25.11,85.32
19,Gujarat,48.07,1800,0,-17,47.6,0,238,23,72
19,Haryana,9.59,1800,23,-17,9.32,0,46.6,29.3,76
19,Himachal Pradesh,3.21,1800,0,-51,3.18,0,15.9,31.79,77.1
19,Karnataka,37.37,1800,0,-9,37,0,185,15,75
19,Kerala,16.85,1800,0,-5,16.69,0,83.45,10,76.25
19,Kolkata,31.01,1800,0,-35,29.82,0,149.1,22.56263,88.36304
19,North East,2.2,1800,38,-4,2.2,0,11,28,95
19,Odisha,6.68,1800,25,-56,6.62,0,33.1,26,94.2
19,Punjab,14.34,1800,3,-5,14.2,0,71,30.8,75.5
19,Rajasthan,15.27,1800,0,-52,14.55,0,72.75,27,74
19,Tamil Nadu,45,1800,85,-10,45,0,225,11,78
19,Uttar Pradesh E,22.03,1800,15,-6,21.39,0,106.95,26,82
19,Uttar Pradesh W,19.38,1800,0,-11,19.19,0,95.95,28,80
19,Andhra Pradesh,1375,2100,0,-1,0,0,0,16,80
19,Assam,195.11,2100,0,-1,193.18,0,38.636,26.2006043,92.9375739
19,Delhi,3315,2100,0,-1,0,0,0,28.38,77.12
19,Gujarat,1302.9,2100,0,-1,1290,0,258,23,72
19,Haryana,232.3,2100,0,-1,230,0,46,29.3,76
19,Karnataka,1658.78,2100,0,-1,1642.36,0,328.472,15,75
19,Kerala,594.45,2100,0,-1,588.57,0,117.714,10,76.25
19,Kolkata,583.74,2100,0,-1,577.97,0,115.594,22.56263,88.36304
19,Madhya Pradesh,461.31,2100,0,-1,456.75,0,91.35,23.3,80
19,Maharashtra,1520.05,2100,0,-1,1505,0,301,20,76
19,Mumbai,3245,2100,0,-1,0,0,0,19.07283,72.88261
19,North East,55.9,2100,0,-1,55.35,0,11.07,29,95
19,Odisha,182.06,2100,0,-1,180.26,0,36.052,26,94.2
19,Rajasthan,706.11,2100,0,-1,699.12,0,139.824,27,74
19,Tamil Nadu,1737.2,2100,0,-1,1720,0,344,11,78
19,Uttar Pradesh E,456.01,2100,0,-1,451.5,0,90.3,26,82
19,Uttar Pradesh W,530.6,2100,0,-1,525.35,0,105.07,28,80
